pH,sigma,zeta
3.982792135752202,4.400497540087424,26.405453899124268
4.892691335372756,1.753380837449729,15.581157493000205
5.867860682101428,0.08263013344058122,2.8516437644235992
6.817503288559796,-1.187440125479796,-10.176089379431774
7.679727717131264,-3.3709201031307963,-21.887078901652657
8.585233077607409,-6.600645714003606,-31.328613397131036
9.274830828268712,-9.390222699160153,-36.04015627586842
